hash;signature;tags
015eced8eafc891bf37d69bd214db5dbf4aca5cba5093d6c3a2737e0c7a78ffb;StrelaStealer;91-215-85-209,exe,signed,StrelaStealer
015ef85eaa71919d83e37b1db5c29ad782fd64103b6c84eec53daeb543287e15;SnakeKeylogger;exe,SnakeKeylogger
015f0cf04ffdca8141fd57bc67848a21dc11ab2fda0a91627f6deddcde2c0ca9;AgentTesla;AgentTesla,exe
015f49a2f30182ca1fec9949880253798b5d6a79de6e698faf8f05714bdf39ef;RedLineStealer;32,exe,RedLineStealer
015f6b7cf4b06273ee48d0a5f7672e0354dcec2d69380bb6eaff063450a3a8cd;ArkeiStealer;ArkeiStealer,exe
015fd1690d9e9f23fe2a2d829fa1f46110d1d94e532b4e669f8cc92903a464bf;RedLineStealer;exe,RedLineStealer
015fffdc77770622a761048d075959b444826823f588e794636748683e8e914c;AgentTesla;agenttesla,exe
016006b4e10e6833e36780f68777b7265f105b21a09cbab4f0be8fc45c2e12c0;;.NET,exe,MSIL
01602f727c84ee7e11e3684c0886fc03f4c45980ecfbfbd361a7023aafc1330d;njrat;exe,njRat
0160c43aff1ae48b814dd1b0304daf91a5376cf90d262f3092e3568d4b9b5021;AveMariaRAT;AveMariaRAT,exe
0160e6f20b6dd8840c7cc06c1b7182b42cd711181270f70419f7df38d62c9304;Loki;exe,Loki
016101a10fa5cd4f908075fae3b9c87283122bda98fc52f1bbcc19abda7c2ffd;Smoke Loader;exe,Smoke Loader
01610d02adf2f0064b0e6f00fcfcc1c3dca465927c98cbd5dfa7fccb4d86b7f7;RiseProStealer;exe,RiseProStealer
016123d43c26466f1eb88cbe165a76d6c99ecbd4655bc26d207b570b5f6130c3;GCleaner;exe,GCleaner
016126e5dceeb10f2bacb14ea7b6b15638ed910410eaa520a670ec04dfbf2859;Vidar;104-156-149-33,exe,opendir,Vidar
01618a227132254e16c7b7ce94e36f4db54070c13a10f146470fddf99f5c5566;Loki;exe,Loki
0161e22992512c04864b9d8a11263247969e0c16e10755c1d9880ad0db3824c7;AgentTesla;AgentTesla,exe
01622d3e6d14184769fc2b052e32588b7bbd86f5a61e511f395db4695d7018a9;Formbook;exe,Formbook
01622d6706941548280fd5ae0549112894c342ed7cd605e22b50522ec8bf2b77;AgentTesla;AgentTesla,exe
01623a798b7efb749c3409651a85050b58327c7dbe59740f79dac9b78ae24c9b;AgentTesla;AgentTesla,exe
016250df0045944cf95f292053494d3daa6fbad6636764d9cf9e81238579e97b;RecordBreaker;exe,RecordBreaker
0162641163a30a2edff787eeecc733ab1de46f03e213743dc768d39eb3075985;Kuiper;exe,Golang,Kuiper,Ransomware,VersionB
01626b6bdc58dcf1f67216915f9962088eb920e8a67515ad4dbe7df29841406b;;exe
0162b4457b84b9a3d7978bd41db509a734cb8d098b7b847dd37cd381c4af3d7b;AsyncRAT;32,AsyncRAT,exe
0162bd3f5e11167ed95b3864d3742477ec646212c1149a054aec50222a1187cb;Tofsee;exe,Tofsee
0162d1dea440e76cf7a41bc1de78bae3281e28e3bcde43704c024b3e7f92f4d1;RedLineStealer;exe,RedLineStealer
0162f2e97370cca2deb85a16058cf960307f55dadce428c3236a697ec8ffb5ee;Heodo;emotet,epoch3,exe,Heodo
016365a77895ad73957d40710b22596f13b12e767837c6cd75bbd3d7bbfd3e1d;Amadey;Amadey,exe
0163734f39ee011ebc32cd0c68b928288ba99d40fb705630ab0b1a257af1b8ed;ArkeiStealer;ArkeiStealer,climatejustice-social,exe
0163a14be7401a0712f685a2bd219a17c99de5259bbe9697ca14c4e393b6e471;;exe
0163f04792cbec67b028f5deb577699dc4c645308d702da0e555cf325f043d53;Loki;32,exe,Loki
016404b6167e37de1d2ca10010bab8b33dd102eca84b6e49d62f28a082004732;njrat;exe,njrat,RAT
01644c5c4e2ec7f16c7da5cce41e0f80f071aef7a781405cbfb2052a2ad05bac;AgentTesla;AgentTesla,exe
0164868f248a68b0f335a2a8acd9f916ead987070865ebd2c05a5e96b70c015a;;exe
016586c4e41e290aebd1ef950bed28e398bdc8ef96bda2bcca80249f0ad2567f;NanoCore;exe,GuLoader,NanoCore
0165922dc4301c96c4a824cda1dc4d7c411ed05ad241eb513a21e18f7b21eaf6;Heodo;dll,Emotet,exe,Heodo
016623a2de3657b19092bd5bd981712e56c5ca0a17e953a4ac07b853debfebfe;GCleaner;exe,GCleaner
0166717b404b753bd02d798b428242405e6f6120ce71fbd7b0dd33b3f8de34af;RedLineStealer;exe,RedLineStealer
0166a28ce9868b1121d700105a60cb86924a7d6df1e9a8552a70a5df4106bd0a;Rhadamanthys;exe,Rhadamanthys
0166d08fb9b423a63a9e1f2db64f38f5d268531dd24d667030b193e555a8af69;;exe
0166d0fc5da4d3c12c8955d1cebe10f366cd0a0674f2a5d403e2cfc40804209e;RaccoonStealer;exe,RaccoonStealer
0166da02532082c034a8ce64050372ab2ff9b7798d11bbf9518206c12d3bd21b;AZORult;AZORult,exe,Invoice
0166e86515bd4fcddd7852d4731b654f858b059825b801f8222583535417ae1f;GuLoader;DHL,exe,GuLoader,signed
01672de8ef90ad10d73d61377d1466d897b1f212c169612f43bce8ce1c625905;Rhadamanthys;exe,Rhadamanthys
016736f6af408db867e8afaa458f7375b30948838eb44bf93fa1e33b7206fb51;Heodo;32,dll,Emotet,exe,Heodo
016841db26175469e1616bed74d8a1f02404d37d046e838e4c7df67aaf5d4645;AgentTesla;AgentTesla,exe
0168646bfeec864982cff43a4969ad4d0ab5e0df69cd27f7334fcf339f752e4c;RemcosRAT;exe,RAT,RemcosRAT
0168abc09908d51f4c17e1dc67ee044447f2517b4d03af53f25648d3d20013a4;Adware.Neoreklami;Adware.Neoreklami,exe
0168af1613afa15a49e3a94be2566e471e6628dadb4fe812783718f882c8b709;AsyncRAT;AsyncRAT,exe,RAT
0168ccd8816a3c90318a69d1a89155856417e38edf0d0ac238c06d6a9b8baadb;GCleaner;exe,GCleaner
0168ec43e8cc1b7f2d06e08e978413e8535a94300f044a9d17a766a307138b80;AgentTesla;AgentTesla,exe
016995a4b65533b314b70ebab42fb3c6dee830dff7a7261080f6e743da562b9a;Formbook;exe,Formbook
016ada110d546e27f20d7bb6abb36f4e9461c434cc5d876220c25db66d2920e9;;exe
016b48d38a949cf238d5f3c8a02bc551d314085680f3ed004dc65a3a2ef8e901;DCRat;DCRat,exe
016b4fd76d4db81ec0f52cd3986597a1946485ccc8bb2882ca9e53767ad9a619;Socks5Systemz;exe,Socks5Systemz
016b753875508b30149a06066c134d710f8aadb9407f7524e304fd600a5e6737;GandCrab;exe,GandCrab
016b9f1c52a6eff5ec77deb7efbf2265a9d4fe0508510e6bf241098b29dbaa25;Sodinokibi;exe,REvil,Sodinokibi
016bad4b781a10f61e8a1ad24ecd6641089f12099046c97e2d8d624d30656cda;RedLineStealer;exe,RedLineStealer
016bafa425a7059d11b7fe26ab27ee2a67856ce0ca69942822d67477c51370d9;Socks5Systemz;exe,Socks5Systemz
016bb4e99c30d6eefcc414bb556c83aa5e6390dcd1cfeb2ff55980d0019251c4;;exe
016bb511e706bc0460a4afd2b3fa643170be0d4c8022ad89e20d179df1245086;Loki;exe,Loki
016bf81b8cdc4fcc9ac04042ac139e89d3ad2484dc76f42085582ce957efe536;AgentTesla;AgentTesla,exe
016c02b11ed14355d4b5463e31ffaf232753bf8756d796b23347ea1ed406aa1b;RemcosRAT;64,exe,RemcosRAT
016c196b4bf8e8e170801999a1b9b4bd335e9e8705a3a3c81886166d1c6b4173;GuLoader;DHL,exe,GuLoader
016c1e364101d40ad78bd4b18b491f78dd468b79e6d41cf64fb3247f90819176;Formbook;exe,Formbook
016c2a381a64dad23b51c68e6b64116b1a0408c76b997dc41108bac3f00209ee;AgentTesla;AgentTesla,exe
016c36da3c46c38f9bc18970acf60b437503e15139fd1047f4b73cdad4d6342a;RedLineStealer;32,exe,RedLineStealer
016c7bf3a1ab43f72a3a498ee4f38a3d45db321cb7eb33c2f48ec885024eaca8;RedLineStealer;exe,RedLineStealer
016d18a1819dd57ce155f552bc917ae63b3e4f795be54bfff3eede42df23b6ee;AgentTesla;AgentTesla,exe
016d49b91031fec29c36e1866ccd0664dc77719deb0c2dcf13f31d24c45cb519;;exe
016d808dd3d45a17f7230bfe8df690d2b75c18bd93f44f60badf12924f4266b0;AsyncRAT;AsyncRAT,exe,RAT
016df6540d25f01b108309ba2f6c752cb0adca61a56b54667c11b75f4cc2d0f6;Formbook;exe,Formbook
016e3777c66eb1d3ebc04c573a0b9f9dca639d32312b87e68d84934b13e02a9c;AgentTesla;AgentTesla,exe
016e52b6d89a4b84bd060f707b73403bfd249580b1254f063f164c705e53995e;AgentTesla;AgentTesla,exe
016e6200c368ec7e158572673568037338e92642721c8e543a01571fd0ee2571;Formbook;exe,Formbook
016e8767850dc59e5d761b685e0c696819ebd40e5b55f6c42ce55a8095ab38f2;RedLineStealer;exe,RedLineStealer
016ef29ee6e3131dead82e2319355323d12aa376cbec98e008e3b983568d24ac;AgentTesla;AgentTesla,exe
016f0cf60cfef7ed434d9fd6b7b33b5bd2540c61fb419ba4f81dd413c2757607;;exe
016f9ef95817d5fa6518010906f7c39b4b1a18429c802a89181735f311691182;;exe
016fa792f8385aa4279c96be727537b054dc89e5f58d1b90f271e37c8cad9c00;ModiLoader;exe,ModiLoader
016fa832aae0d5102889de2c8cf1a07be0bfd4c42ebfdb95f7aadee119c0fc05;Heodo;Emotet,exe,Heodo
016ffff295ef62f445fc834377c44e8a843a0f11899cb88f9e4e0e05c54bc7e9;Formbook;exe,Formbook
017057a54fad0a90b1e0277ee732762fbd5a995016062e1b84c9f164ae52a189;Heodo;emotet,epoch1,exe,Heodo
0170695628a300a03e01da6352aa80d75dac69694a65d5962aaf1bdb89191095;QuasarRAT;exe,QuasarRAT
01706ac5d5d5c63e3bc48ad705dec9377acf50268aea0ea080e9e7daa3bc60f2;RedLineStealer;exe,RedLineStealer
017071b813b34a4b07a0621d3cc146ec6aed4a264997f08f486341304ff12a0b;GCleaner;exe,GCleaner
01709c6f87903d406e82be549f8bc1d215e6633ea57a5c21389c6bbe07bc12dd;Adware.Neoreklami;Adware.Neoreklami,exe
0170c6a860c530c4bb9ee260c66bcf29d0fdf32c4297255f60c1785cdd1f2309;BumbleBee;BumbleBee,exe
017118612816b95f23b39dbb5a82ea128aaf3afe315ce0314c020a9848dd6d80;RedLineStealer;exe,RedLineStealer
017154018a7290c534578cdbb64110339cff0d69f1e40f89db8176681b47981d;QuasarRAT;exe,QuasarRAT
01716384eb4a3eb63b01f58a5316c96fd64e5afd03080eca777c7ed1fb63c272;RedLineStealer;exe,RedLineStealer
0171e4270100d54762491a83643a88db5c658cb753a8fbbcd20621fa2e656a16;RaccoonStealer;32,exe,RaccoonStealer
01725ebec49d4d44baf1ef214ac4475f7a2d13b284eaa756e41eb2fba4093d5e;RemcosRAT;exe,Outlook,RAT,RemcosRAT
017298733014ded10f58c383384e1d34b5488e2d0e1ffe30542ade31e659ec86;SnakeKeylogger;exe,SnakeKeylogger
0172a0a250dca4e77360389ca9a6ee4dec2f306bd056265c9a42de7af49481f4;Formbook;32,exe,Formbook
0172d1ff93259322d04b76bf6d1af285b3df9f0741ba4e913224ea5d423b6c37;Smoke Loader;exe,Smoke Loader
0172e18cd2d49e6982da078caf29188a2b0ad16f9d454d34a99f0fcafb2a0bb1;Adware.Neoreklami;Adware.Neoreklami,exe
01734f75bae1ffbb93d4ac7e07cae98aab25f5e2a59d1be9a5f98e7d6022eecc;AgentTesla;AgentTesla,exe
0173601f1ea39ad10aacbcbf5ec51ffb25c788380c0d3903844c0a7d753e7165;AgentTesla;AgentTesla,exe
0173a74b0635043a521f76e9621af93587482e029f5bb89fb0f94c31865dfa58;AgentTesla;AgentTesla,exe
017442bd3d3f4b973b3cfd3f7c20720193564c6d16c521b9578dd6c4bbe9aae2;Heodo;emotet,epoch2,exe,Heodo
0174798ce41bb31cc7539b659f3e6ff6e7b7bce2219ca498523e4ec07573bc0d;;exe
0174855748327565798fbf78c2b4b306257c1bd4ec7eeb6b62922d0561191377;AgentTesla;AgentTesla,exe
0175472e856de50c491001b63db73e37d4ade26b01b222b2db2c10844cef3433;RedLineStealer;exe,RedLineStealer
01756885591950ce684aa986ed7da04c5b4cc98ecc9e919866071eda128b4342;AgentTesla;AgentTesla,exe
0175a29f801ef7a555c3d20744a5fa5336604d420d8ffe98bb5723744d1a82cd;RunningRAT;exe,RAT,RunningRAT
0175afd6567f7f1169e3d702827f4f85761072e608f074d20292a45539300a85;Formbook;exe,Formbook
0175c119f51a221f5e4a91d0c90ff7bd054edbbc21017d8ba323195b632d6587;Spambot.Kelihos;exe,njrat,Spambot.Kelihos
0175c23a9b3054dbf07dd7faee1f722ce2fb668ea7c8b0d58238db4a0a7cd61e;;exe
0175f9a98f786c8a0e17740295f11039984f9e43354657e68e4bcedcccdc6316;AgentTesla;AgentTesla,exe,Invoice
0175fd3d0db0663dfe4a7b55a39369671729a3fb32431f759306fce8df15910b;AgentTesla;AgentTesla,exe
01762909cd4325ba993c331f78f320093830daeb5b4f9a68d579aee843ab6872;AgentTesla;AgentTesla,exe
017656cf14c2df80d45162895c9f28311beeff0fe3d8fda25cfd08e928e8c526;Formbook;exe,Formbook
01769ed4caabda8eeeaf95cf2769e7c70c7d07efdda8c45c99dfdc29fb6426b3;RemcosRAT;exe,nVpn,RAT,RemcosRAT
0176edb193b6a132f2f996fd6f61f04d4b14c2064aabb7ea9995fde15d9398d4;AgentTesla;AgentTesla,exe
01776c46935fef61bac717af6da47b5181f69228b6548d6665d9b337e814109a;Loki;exe,Loki
0177e5347dc981c4a60f0aa5a609a104d0dd6b9bac0b40071e6aa50f5dd45b54;Smoke Loader;exe,Smoke Loader
017832c5ae6bcd2621e422275e1af6c1ada2cf0412212a028167e4700f37f693;RedLineStealer;exe,RedLineStealer
0178461a8373f6147042d0c7ca7febb020dc4f600e639d6a53d343c02899bc9a;Chaos;Chaos,exe,Keygroup,Ransomware
01788bbf12799bd7f3c2b60435dd1bb55623ed93af37d1e1ef34bdf4aa3f680d;IcedID;dll,exe,IcedID
017923447224c91f2aaac9c108cdc3f4a02996a6aa3d7bb435a3e81f8401ba71;LaplasClipper;32,exe,LaplasClipper
01792f085154b993d69f5ad131faa9912a9a2957e3acb864c6a64a19f29a37f8;;exe
0179500cd516e391d6e8c927436354894ea076fabd99dba7f512a0d9e176f630;AgentTesla;AgentTesla,exe
0179848cfc3414a2799af814eada847b33e5492f5824bf0b2418137dc4c02d47;NetWire;exe,NetWire,RAT
0179f03f8e49aa25a22e67d26ffa986eec43d603656cafeaa6d890bf3958d293;FormBook;exe,FormBook
017a10811f78555e8b87cd47c18c247860f5ee04e8e1971b895ed5f51cd17a6f;Pony;exe,Pony
017a1ced0af72b973e423c3ea83e3a2300d8109672fb27ab38f89bfae911fa56;Formbook;DHL,exe,Formbook
017a7ccf3e5eb12c679dad6b9897c1ea788975d6e5e90e4ddf59df981dd11ec1;Osiris;exe,Osiris
017a96549564eefd7ce9e4a6219dd2d2fa9e94d4aa62539edc93929abb5c06bd;LaplasClipper;exe,LaplasClipper
017b15febc04189f8450a52455fe65f942ef1d31d2f8a1e1492b964eff14c455;CoinMiner;CoinMiner,exe
017b236bf38a1cf9a52fc0bdee2d5f23f038b00f9811c8a58b8b66b1c756b8d6;GandCrab;exe,GandCrab
017b8408bca6c7eb6317825a81b798800915c0b4f93a29bcc142b93117a31668;RedLineStealer;exe,RedLineStealer
017ba4dfd73d0951799cb8861f186cdf37be8839f25cd9866cd81dc4cee78c6f;RiseProStealer;exe,RiseProStealer
017bb2a9e070d0473989e0406075279e65c85f921dc67c3785507ce711f3fb58;AgentTesla;AgentTesla,exe
017bc42ec697fce757eb802708051bf710235648840aaffaf6530c3b39c0a0ce;Formbook;exe,Formbook
017c0459b56b7e178721e18438dc793bbf2cd6cfe14481716a62441efcda3f0c;OskiStealer;exe,OskiStealer
017c26030cc2fe9962c81f1e0c0bdc774228a0548a9e1240ef9f6275c4dca8db;AgentTesla;agenttesla,exe
017c3d4416680b3466ee6b40d06e71c2ba015ef9bddd2d6139570181d52f865e;Formbook;exe,Formbook
017c551e597625b60b772768d80ac0e9774a1b2e67742907cfd5c7245b16535d;;32,exe
017ca45b09e17138e407994eabc0e8ec97008428ad4cae04ec37ab1c365d9c0e;Heodo;32,dll,Emotet,exe,Heodo
017d31e9efe6e8c9d635dcfe1e133ca99b1eae94e02db700c0e75e0a3ab92c6c;AgentTesla;AgentTesla,exe
017d8a8acf13461ad4e378ba6b03aef93976e98495756d10b2e4f9b8bd0365c7;SnakeKeylogger;exe,SnakeKeylogger
017ec678f214812d0678daa742d7cd15bba06a41b2e2f92ed783223dd0e71ed7;AgentTesla;AgentTesla,exe
017f0a4f091df572840c68d4e3e421f85a3660d6c82d2802a0785b54c0529f0a;RedLineStealer;exe,RedLineStealer
017f1012afed448245a9a6ffc678911132ca51d740275dd827e0ad0bff35708f;Smoke Loader;exe,Smoke Loader
017f1d43f09c92940572a0946dc1f16f87bfd6f4e80f46e2e4bffded05e9e8a8;;exe
017f252187d69448ce91bef978fabdd931c56a7f57d43ba3557da5c49b133e45;GuLoader;exe,GuLoader,signed
017f433a49afcc765c5a5e7f39de6251fbe37d9c98f7d86f1abcefb1a9f559bc;FormBook;exe,FormBook
017f4daa604645f1438b2b59fc9b2a723145a0bd84d5aa4511ff79974c920037;GandCrab;exe
017fc09399a2f120e59c0145d3d7577404429169cbbc4392f15d753d88161c8c;njrat;exe,njrat,RAT
018018e848264ad961b07f08eb26c80c76ee3c53746b044768a32abfe22aab17;AgentTesla;AgentTesla,exe
01806718027eedd14d532f9c10657b9f9db5f7425cdf7dea267a5182e9a9f588;;exe
01806b54d4f7fb6826998ad50d20bdbf4da4a15eeb805507f6a48565ca1b706f;;exe
0180d1ef09fcd684e0f496ecca21b11bc5142fe068f10ad5699027fbd7688103;;apt,exe,IndigoZebra,xCaon
0180ff6061f280ac6c5a2bf84dde5f6ea4a056c7cbf14f796d48c62f2290fcfe;RemcosRAT;exe,remcos,RemcosRAT
01815385247e58c82b0412c88871d3c25dd09d59521ac65986125816dc1c6daa;RedLineStealer;exe,RedLineStealer
01818bdf91663237419fae1f1c7613108a4321d9e354478df9a90d091126ad92;AgentTesla;AgentTesla,exe
0181b8118922941d69da3e16674bcdfa319c07b81c20991fe2b0ed7ea2bd2c7a;Neshta;exe,Neshta
0181bc4d1b28226b0067a3ff93fe001a61b38626138ed80d84216dbe362f6aba;GandCrab;exe
01828be39e9c87bcfe2f59374c1dc5e9fb963bffcf3bf5a3d0bd3e82e6c27c32;SnakeKeylogger;exe,SnakeKeylogger
0182bf2820a57209cdbb042707ef42b9e89f5eed415d1f8bb753db53cf3d382f;Heodo;32,dll,Emotet,exe,Heodo
0182cce6c06675098a1c591f1ebb611d5107debd7ca4a33ce662d0f4ac2568d0;Heodo;Emotet,exe,Heodo
0182db6c14d559c187954e88fbae9157b1b90c8edd6720c74cad8523f7117809;AgentTesla;AgentTesla,exe
0182e73c39240c0e660bbdd4262209f08d767562d4794b7ed5e36a4d4f36b409;RedLineStealer;32,exe,RedLineStealer
0182f2fafdac8b9fa879e6a64279b752b0fcd17dfd427748809152fd623ab4ca;RedLineStealer;32,exe,RedLineStealer
0183491852a035f91d926bc25b7f09e7f145c59429cfef10e3f9963caa95c068;QuasarRAT;exe,QuasarRAT,RAT
01835a99cdc47442bce565fcd41922c495c70afe998b0034a9870576785a0a5e;RaccoonStealer;exe,RaccoonStealer
01836fa4b09701b31e04f7e5894d400942ccceccd161372c3f8f1abfb0535bad;Stop;exe,Stop,zerit-top
01839b4963003d14a4ea6d358c57c01ecb9616ed52e20f8e26ef7eaf14475300;LummaStealer;exe,LummaStealer
0183d2fd44e215d6dc408bec45db9767a765767737b737032ff97e75adca46cd;Formbook;exe,Formbook
0183fa83cd87bdaa58103a2d1f058e7c2b150621ffea2f018f642de677ff51bb;Smoke Loader;exe,Smoke Loader
01844df24424c980c2abd38f92ecba177cde40c8b809e4d89e20002945cd4168;Stop;exe,Stop
0184983a425fef55d46b7e0eb729a245730ee26414ebe4b155917c0124a19c2d;njrat;exe,njrat,Ransomware
0184b08d91c815941036700fbd0e297a68b5f8660895af2a596834c36eb9d4a6;GCleaner;exe,GCleaner
0184b4f25bb27328803dae537c07ad8c5ea11b149a7293840b4b36701cec80a1;njrat;exe,njRat
01856301804ce957c8ad34242cc6616a26fb17a245e65f7507d36aea4d54692f;SnakeKeylogger;exe,SnakeKeylogger
0185eb8294ca76dfe90a4c57444860f98156a10d86346647407194bbd2eff343;;CVE-2021-41379,exe,Variant 3
0186553120f556687cc3178395c9d30f5f7536930c29060bdcee47dd34e0adc1;RedLineStealer;exe,RedLineStealer
0186a161747fce2c87cc2272d77460431ebbd06e7b508427e96197c0e3bee86f;Amadey;Amadey,exe
0186bf3e0a41a68f2f5e2b74cfb4ef604b1d6dd4058fa653204f50adf19c94c9;SnakeKeylogger;exe,SnakeKeylogger
0186c68bfb432db3e5f302d7ff815dd6e8aaaf9865579b18e00afef72622ed75;;exe
0187ad64f8d8a8c19ac8d0d094fa49c9d60eff3c82dc9c218a8a205cb4af9466;RedLineStealer;exe,RedLineStealer
01880a4afa8656841bb250a9a51b006f4137ffeeb3d9433af82569b597e5ea4a;Formbook;exe,Formbook
01883bb1f70794db7c3fea5e5f7897a39e165c7fbccb5d4ef635227d1178c60a;njrat;exe,njrat,RAT
018841e86fe9a70ecd6cb06ed34453b7d83be9ff2616c9bff33647118d243a3f;AgentTesla;AgentTesla,exe
01884b7d8e2c9bde09bec45e9258fec0b4b5db58f9852be8dbd6a0c55180bd23;Loki;32,exe,Loki
018853ef559e00a6b8f31c654db262f2e29dd24d4150dde627170ee39bdbaaff;Amadey;32,Amadey,exe
0188756de98f1e6f91d4557bc7f8d407590c8dcb9f1ce31a3b7db667fc3681ed;AgentTesla;agenttesla,exe
0188afd1981d1f23cb7dc4b9acc86642650a6c43948a9241940218eea9c6bd20;AgentTesla;AgentTesla,exe
0189582c34e9323a75587e658e6bc3382d9ea24afd777856f9d50af7f47b0a17;AgentTesla;AgentTesla,exe
01898ceafe8980b144a9e122e951890227d4438987894dbe6e01a1f321fb8393;njrat;exe,njrat
01899dcde43b93483487c8cafc4a9b621def5898cbc611205a337409ad9a7842;Amadey;Amadey,exe
0189a3576b15d241880f7068900f09e0b9dd72dd0e6238061c6948de20490adc;Heodo;Emotet,exe,Heodo,OpenCTI.BR,Sandboxed
0189ad2e08f8bb4c487e31502a7e86ccf2bfaba40fda638f316cb5c9ca80d767;AgentTesla;AgentTesla,exe
0189e947ce0fdc72829aa217ddd7f19e2bf0b9e06187da7b3fd547ad0c57afe6;Amadey;Amadey,exe
018a42baf43505cdf373790351538d1769b8e9cf57fa6cfa29cef2d75b69b89c;GandCrab;exe
018a59ff49679407b77310491276baf1ac3aacdbeecc0cd3e90040287449d944;Loki;32,exe,Loki
018a65e059d418802b351b4611fe09093e5b50562143ce5a522c28ef0f0bcf10;RedLineStealer;exe,RedLineStealer
018b6eeb6fe09ffa600b34fe28c54144db3660728df29ca36c1ecfe51efa5041;AZORult;AZORult,exe
018b7dd01d14cc2336625263ecb252807c00bc1de7cd7d0c89a1dd32e05e032c;Smoke Loader;exe,Smoke Loader
018bc083a823092a92d1c114dd649d85f63b19feda836cf32b44bc1e5c2f3aa9;Formbook;exe,Formbook
018be409275caa3a02f05ff58739317df500a7149ee7f72023299b7137ab9188;Gozi;exe,gozi
018c0b80b1914e2cbaf2de5b0e41a86e391fa88187fed25346adbec1eb5e3c45;Formbook;exe,Formbook
018c2a1ea9a52e0027dfedbc9a4bb3fd239166dd2f3eec79efe3d38a8982c6f3;AgentTesla;AgentTesla,exe
018c98c56b688182ad1e9a2e6e6de3c5ca656340771ead60edab2d9697d86bef;DCRat;DCRat,exe
018ceabf70e93b248609dce712fc6d8dad3cda6f191c6508236dce18784b1f2a;AgentTesla;AgentTesla,exe
018d694ebc8fb0766559ed2d5ac00451b8366595d6281d3d01a7858bfe3f4e23;Formbook;exe,Formbook
018ddd3b202bf9c915f767c7e3610d0eac5b3624ae8e31edb3b190a06999793e;AgentTesla;AgentTesla,exe
018e5e3d7699b8354c0a22e6a35cba6a67e23121c1b441772e4122671b6e04b2;SnakeKeylogger;exe,SnakeKeylogger
018e8c2ef44db1e4103a0d6297b73ae20b5327a05ad93ab26d8cce3ab4817832;GuLoader;exe,GuLoader,signed
018e9737a4eb056f1e9578aa621fa34b492be1058d5612a761c0887cfaf3f439;;exe
018eb063bdb706558a85175f0be8cd1f6f7fc06c43d322a764b77741f6a0f004;Loki;exe,Loki
018ecd4b9b1fa79bb0693741ce44d228a7e78424d107e5acea3f2aba4f6aa4fa;;64,exe
018f2af002d120d8f1008f4050a4f25762812a8e24f9cf8c506eff6009546dc8;RedLineStealer;exe,RedLineStealer
018f7e7da2bf6e6cfd768c6ec8c568e0866654bd03eeb1e672d115811741e6ba;Tofsee;exe,Tofsee
018f84acebba67f77d61ae1ed640625c8413abebdccaa83e17b4ace53baf60e6;Smoke Loader;exe,Smoke Loader
018fdbba29b99d3c772e93147ee6b47ace4b2f5de0767f4ead438accc3f41d8f;RedLineStealer;exe,RedLineStealer
019083b92fac622b70f468e57e27b6619945fd379d039679bada2c4868f64705;GandCrab;exe
0190e867668e9be091e3d52261b62ef9b65059565ec17168813f82e7693af2fd;RedLineStealer;exe,FakeCpuZ,RedLineStealer,signed
01910bddacbf2ea878b487dd3dfc2cfbeabf1a3dba94309b4a84c9e6b4b4afc9;NetSupport;coinduck.duckdns.org,exe,Knassar DK ApS,NetSupport
0191114a1ad51d073bd2084d21f70d71f2ae748a790455c4a708915ad7533d2d;Gozi;202108021,exe,Gozi
01911f32fe6a9ad9db8891af99d4e05ec2eecc8f6f38d16aa0f947d6f174fe5c;404Keylogger;404Keylogger,exe
01915b2dc4cc3de68872448a8d7ea692fcfdf955643c900b921177bf230f44ca;;exe,HUN,SnakeKeylogger
0191694f67cd2a399086c7681c270ac3bd72f67180f42e278c36e33612ea789c;GuLoader;exe,GuLoader
01916b1d3bbb9e21a32dbb760861fce140e53f41a2f8d5ccfe8aaa056d2b30fa;GuLoader;EXE,GuLoader
019178651eb3cb8bcf6801dd361ef791c94150f8db2bc7f9a15682ae1bbb8ad3;GCleaner;exe,GCleaner
019197690164b91c7825715f60a6134359eefd9f4f320eb69622e402fe8cb543;RaccoonStealer;exe,RaccoonStealer
0191984560b2658f87455baed2b25064e890111a0ad6ff0d30ca5c92730f7168;;exe
0191bf71a843490c056edb2d6eaadaffaa6b4033c1c5ec87cd6767948b07887b;Heodo;dll,emotet,epoch5,exe,Heodo
0192232934b2f9ae2a37ac4c8188f70804acd4c6718c95a47710f49e2f9ae9b1;Formbook;exe,Formbook
019258b50fca17c2c98b4f1e167ed848f7e6dadb768ae9fc42582520fc800196;Formbook;exe,Formbook,signed
01926661ad0e69a5ecc8798ab502e1d5a8971b5cd9c9e4cd7a9c02122412822a;RedLineStealer;exe,RedLineStealer
0192b858039b3182dfd17ce582c9398dc1495566082de0f6a76279585bacf8e5;Smoke Loader;exe,Smoke Loader
0192c402bf08df72b316d9efa9726fed2da8da411af01b4968a33edec2ec94b5;Smoke Loader;Dofoil,exe,Smoke Loader
01931b74ed793fee0beab5430f8e22a799cde7ef2e14214cc3bf63df61e95984;RedLineStealer;exe,RedLineStealer
01931ec487ea6bae0e44c364349ece377449280475fc71e6e99b5357f1a4edcf;Tofsee;exe,Tofsee
01937fda97b740f957d7d09b86a37bdcce259b01327599c9d9afb212dbe9b796;;exe
0193b455e2dcc6dad89cf0584b02c1f99b44614eff0d72bbf01d8e4894aab96f;RedLineStealer;exe,RedLineStealer
